id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m
794560833,1,47,F,3,mestrado,casado,$40K - $60K,blue,31,6,6,3,5496.89,1913.84,34
718197108,1,54,M,2,mestrado,solteiro,$80K - $120K,blue,36,5,3,3,12342.23,1430.24,37
710333883,1,48,M,3,mestrado,casado,$60K - $80K,blue,37,5,2,2,8808.79,1905.41,42
789177333,1,47,F,2,mestrado,casado,menos que $40K,blue,36,6,2,3,1693.34,2104.39,40
711079308,1,40,M,3,mestrado,casado,$60K - $80K,blue,27,4,3,2,15186.25,1884.4,33
708733983,1,50,F,1,doutorado,solteiro,$40K - $60K,blue,36,6,2,3,5349.46,2122.81,46
711205758,1,45,M,3,graduacao,solteiro,$80K - $120K,silver,33,1,3,3,34516.02,2534.11,43
714659133,1,47,M,5,ensino medio,casado,$80K - $120K,blue,37,2,2,2,9410.26,2178.64,41
716425833,1,38,M,2,mestrado,solteiro,$120K +,blue,36,5,1,2,34516.3,1797.63,35
712164333,1,40,M,4,ensino medio,casado,$60K - $80K,blue,29,3,2,3,12544.84,1758.13,51
826471458,1,42,M,3,mestrado,casado,menos que $40K,blue,38,2,3,3,6967.41,1919.85,38
815851233,1,52,M,3,ensino medio,solteiro,$120K +,blue,47,6,3,1,19032.71,1726.12,42
771776808,1,44,M,4,sem educacao formal,casado,$40K - $60K,blue,33,5,3,4,1527.96,1877.22,38
789365508,1,49,M,2,ensino medio,divorciado,$40K - $60K,blue,39,2,4,3,14839.29,1453.63,26
716404383,1,47,F,2,mestrado,casado,na,blue,36,1,2,3,18799.93,2315.55,52
711843708,1,61,F,0,mestrado,divorciado,menos que $40K,blue,36,2,3,3,2125.12,2860.99,38
718877883,1,44,F,3,na,solteiro,menos que $40K,blue,36,3,1,1,5644.09,2440.36,44
719604858,1,45,F,3,na,casado,menos que $40K,blue,31,4,3,3,5941.53,2196.41,37
714549558,1,41,F,2,mestrado,casado,$40K - $60K,blue,32,3,2,2,9576.16,2362.58,49
822955008,1,63,M,1,mestrado,solteiro,$60K - $80K,blue,56,3,2,3,9569.38,2287.65,49
711275433,1,47,M,4,sem educacao formal,na,na,blue,36,3,3,3,18873.65,2021.42,38
827117808,1,45,M,1,mestrado,solteiro,$60K - $80K,blue,41,2,2,3,9904.45,1152.56,28
804462633,1,43,F,3,ensino medio,divorciado,menos que $40K,blue,38,3,3,3,7084.59,2287.84,44
709321908,1,47,M,3,ensino medio,solteiro,$80K - $120K,blue,29,2,3,2,7498.7,1676.63,51
712597233,1,37,M,2,sem educacao formal,na,$40K - $60K,blue,36,2,2,3,3250.69,1714.42,32
719816583,1,46,M,3,doutorado,casado,$120K +,blue,38,3,2,2,8989.35,2309.42,49
713004933,1,40,M,3,ensino medio,casado,$60K - $80K,blue,27,3,1,2,6813.22,2634.38,51
772466508,1,45,M,3,na,solteiro,$60K - $80K,blue,35,6,1,2,18004.47,2030.38,45
737921733,1,62,F,1,na,solteiro,menos que $40K,blue,55,3,3,3,1892.59,1581.31,34
716575758,1,50,F,2,graduacao,na,na,blue,39,2,2,3,1438.05,1859.35,41
714097683,1,55,F,2,mestrado,casado,$40K - $60K,blue,49,3,4,3,1809.91,2123.29,44
708121908,1,48,M,4,na,casado,$80K - $120K,blue,36,2,2,3,22917.99,2045.56,45
709435533,1,53,F,1,na,solteiro,menos que $40K,blue,41,2,2,3,3099.64,1401.11,44
719874633,1,44,M,1,ensino medio,na,$80K - $120K,gold,36,2,3,2,34516.45,1891.94,34
719168883,1,45,F,5,na,solteiro,menos que $40K,blue,34,1,1,4,5155.71,2753.9,45
714212358,1,38,F,3,ensino medio,solteiro,na,blue,36,1,2,3,5260.04,2142.2,57
721104708,1,41,F,3,doutorado,solteiro,menos que $40K,blue,36,1,1,3,2067.7,3033.43,41
717461283,1,38,F,2,mestrado,solteiro,na,blue,24,3,3,2,2214.38,2066.16,45
803028858,1,38,F,2,mestrado,solteiro,menos que $40K,blue,32,2,3,3,3775.57,2031.6,36
712751133,1,42,M,3,doutorado,solteiro,$60K - $80K,blue,35,3,3,3,11328.07,1829.03,42
708170508,1,38,M,2,mestrado,casado,$60K - $80K,blue,36,2,2,3,1438.61,1651.49,42
719770158,1,54,F,3,doutorado,solteiro,menos que $40K,blue,49,1,3,4,8516.67,2189.03,37
716271183,1,45,F,2,sem educacao formal,solteiro,menos que $40K,blue,37,3,2,2,8924.78,1720.02,42
816261858,1,61,M,0,mestrado,solteiro,$40K - $60K,blue,56,2,4,5,3984.36,1821.23,39
721308033,1,45,F,2,doutorado,solteiro,menos que $40K,blue,37,3,1,3,3036.88,2609.11,42
774760458,1,62,F,1,ensino medio,na,$40K - $60K,blue,56,3,1,5,3807.15,1739.69,36
804415083,1,45,M,3,na,casado,$60K - $80K,blue,40,3,3,5,4097.13,2611.24,51
771424908,1,38,M,2,na,na,$60K - $80K,blue,26,2,3,2,11252.69,1766.53,31
711012783,1,43,M,4,mestrado,solteiro,$120K +,blue,36,1,4,3,33384.09,2066.39,46
708788583,1,64,F,1,graduacao,na,menos que $40K,blue,56,3,2,1,6167.48,1648.1,43
819714408,1,44,F,2,mestrado,casado,na,blue,39,6,3,3,5666.39,1981.48,42
713730933,1,53,F,4,mestrado,casado,menos que $40K,blue,36,2,5,3,1438.72,1739.6,44
712235433,1,43,F,1,mestrado,solteiro,menos que $40K,blue,36,2,2,3,2886.23,2326.27,50
714377058,1,63,F,1,na,solteiro,menos que $40K,blue,36,3,4,3,1896.79,2186.52,50
708654933,1,51,F,2,doutorado,casado,menos que $40K,platinum,42,3,3,2,15987.53,2021.11,46
720283758,1,44,F,2,sem educacao formal,casado,na,blue,36,1,3,3,13735.41,1783.31,43
718735908,1,47,M,4,mestrado,solteiro,$120K +,blue,35,3,3,4,7015.71,1799.22,51
804833058,1,49,M,3,na,solteiro,$80K - $120K,blue,44,1,4,3,4384.31,1832.94,49
713639058,1,49,M,3,ensino medio,casado,$60K - $80K,blue,34,6,3,3,1511.73,1329.37,35
709560258,1,49,F,3,mestrado,solteiro,na,blue,31,2,4,3,4946.64,2239.99,38
720362058,1,57,M,2,sem educacao formal,solteiro,$60K - $80K,silver,49,4,3,3,32182.25,1937.88,46
719602908,1,42,F,2,doutorado,solteiro,$40K - $60K,blue,34,3,3,3,5667.77,2064.78,42
709713033,1,55,M,1,graduacao,solteiro,$80K - $120K,blue,48,3,3,3,6846.66,1735.85,35
708633783,1,43,M,3,sem educacao formal,solteiro,$80K - $120K,blue,30,3,4,2,11336.87,1809.17,39
720950283,1,47,M,3,ensino medio,casado,$80K - $120K,blue,34,3,3,3,21359.44,2064.16,63
717840108,1,48,M,4,na,casado,$80K - $120K,blue,41,2,6,3,4806.09,1771.5,35
715016508,1,42,F,3,ensino medio,casado,$40K - $60K,blue,36,1,4,3,4527.17,2441.38,37
781306758,1,58,M,2,sem educacao formal,solteiro,$80K - $120K,blue,52,1,4,2,3091.44,1844.15,49
712294083,1,54,F,2,ensino medio,solteiro,na,blue,44,4,4,3,3778.3,2367.54,45
711334983,1,41,F,3,ensino medio,casado,na,blue,32,1,4,2,26229.59,2077.31,46
716434533,1,40,M,3,ensino medio,casado,$80K - $120K,blue,36,2,4,3,29149.36,2106.71,56
828215508,1,55,F,2,mestrado,na,menos que $40K,blue,50,4,3,4,1438.56,1785.54,33
712812408,1,40,F,3,na,casado,menos que $40K,blue,28,2,3,3,1535.52,1921.36,41
713585958,1,48,F,4,graduacao,casado,menos que $40K,blue,36,2,2,3,5997.25,1457.11,42
710493558,1,46,F,1,doutorado,casado,$40K - $60K,blue,38,3,2,2,1803.83,1979.95,37
827964858,1,58,F,1,sem educacao formal,divorciado,na,blue,54,3,3,5,3266.9,2151.06,46
773667708,1,50,M,1,mestrado,divorciado,$60K - $80K,blue,44,3,3,4,7050.22,2176.91,39
812979408,1,39,F,0,na,casado,$40K - $60K,silver,34,3,3,0,15142.05,2458.63,41
806947308,1,40,M,4,doutorado,casado,$60K - $80K,blue,35,3,3,4,20178.95,1735.26,44
708386958,1,47,F,3,na,casado,menos que $40K,blue,34,3,2,3,1561.24,1947.09,28
718220358,1,58,M,1,mestrado,solteiro,$120K +,blue,36,2,4,3,28618.22,1712.21,41
712656783,1,49,M,1,mestrado,solteiro,$120K +,blue,36,3,3,4,8136.05,2179.1,40
738899658,1,45,F,2,mestrado,solteiro,na,blue,38,6,3,2,3120.38,2468.97,43
714727833,1,41,F,2,sem educacao formal,solteiro,menos que $40K,blue,36,2,3,2,2892.88,2257.97,48
708834483,1,46,M,2,doutorado,casado,$80K - $120K,blue,29,1,5,2,17667.93,1775.53,42
720598308,1,47,M,4,sem educacao formal,solteiro,$120K +,blue,37,3,6,2,34516.6,1736.17,35
815353083,1,44,M,1,graduacao,divorciado,$80K - $120K,silver,39,2,2,3,34516.73,1853.88,36
712050933,1,48,M,4,graduacao,casado,$80K - $120K,blue,32,5,3,2,25190.82,1533.03,41
717592758,1,44,F,3,na,solteiro,menos que $40K,blue,36,3,2,2,1606.81,2418.87,44
708687483,1,54,F,4,mestrado,solteiro,menos que $40K,silver,36,3,3,2,13626.16,1711.52,30
768256908,1,45,M,3,sem educacao formal,casado,menos que $40K,blue,39,3,4,3,8580.03,1880.36,37
721451208,1,54,M,2,mestrado,solteiro,$60K - $80K,silver,45,2,2,3,30540.13,1980.53,36
714751158,1,49,M,2,ensino medio,divorciado,$80K - $120K,blue,36,4,4,2,34516.43,1789.85,48
718342158,1,38,F,4,mestrado,solteiro,menos que $40K,blue,26,2,2,2,4391.66,1849.81,36
716654808,1,48,M,4,ensino medio,solteiro,$120K +,blue,39,3,4,4,24593.41,2084.58,31
716390958,1,45,M,4,na,casado,$120K +,blue,31,1,3,4,26107.69,1697.4,47
716564433,1,53,F,1,mestrado,solteiro,menos que $40K,blue,36,3,4,2,4287.11,1635.77,41
716022258,1,51,F,3,graduacao,solteiro,menos que $40K,blue,36,3,3,3,8960.48,1853.71,40
778433283,1,51,M,3,ensino medio,casado,$60K - $80K,blue,31,3,3,3,8989.28,2031.3,53
811527933,1,65,F,0,graduacao,solteiro,menos que $40K,silver,56,3,3,4,10885.54,2291.62,39
778617708,1,46,M,3,graduacao,casado,$80K - $120K,blue,26,6,3,2,1438.54,2299.27,40
772574283,1,50,F,2,mestrado,casado,$40K - $60K,blue,40,3,4,1,7191.31,1654.59,30
714972558,1,37,F,2,mestrado,solteiro,menos que $40K,blue,36,2,0,3,1610.86,2729.96,45
709709283,1,38,M,3,graduacao,solteiro,$40K - $60K,blue,19,1,4,2,3458.29,2256.65,40
780105483,1,65,F,0,sem educacao formal,solteiro,menos que $40K,blue,50,3,4,4,1697.36,2799.69,49
715294083,1,46,M,2,graduacao,solteiro,$80K - $120K,blue,38,2,2,3,10309.52,1760.7,40
716711433,1,48,M,5,ensino medio,casado,$40K - $60K,blue,39,3,1,3,7897.07,2270.44,46
711588708,1,50,F,2,sem educacao formal,casado,$40K - $60K,blue,36,1,1,3,1438.41,1863.11,42
714492783,1,46,F,4,sem educacao formal,casado,menos que $40K,blue,36,3,3,3,1438.06,1517.29,38
709192233,1,50,F,2,na,casado,na,blue,39,3,1,2,1773.86,1764.27,30
718791708,1,48,M,2,ensino medio,casado,$80K - $120K,blue,32,1,4,2,16362.06,2228.83,37
772695033,1,47,M,5,ensino medio,solteiro,$80K - $120K,blue,37,3,4,4,18800.95,1575.61,23
708831858,1,43,F,3,sem educacao formal,casado,menos que $40K,blue,30,1,4,3,4579.33,1915.87,44
780006783,1,59,M,1,sem educacao formal,solteiro,$40K - $60K,silver,49,3,2,2,15809.85,3109.16,48
771342183,1,53,F,3,mestrado,solteiro,$40K - $60K,blue,40,6,2,3,1625.63,2314.37,43
712901283,1,53,F,2,mestrado,solteiro,$40K - $60K,blue,36,2,2,3,2121.86,1464.82,32
718473558,1,42,F,3,doutorado,solteiro,menos que $40K,blue,18,5,4,3,8668.78,1402.89,38
709708233,1,49,F,3,doutorado,casado,menos que $40K,blue,29,3,2,4,7066.25,1695.4,38
709178733,1,50,F,2,doutorado,casado,$40K - $60K,blue,36,3,3,2,5527.67,2281.42,37
713253858,1,50,F,1,graduacao,casado,na,blue,37,2,3,2,1461.09,2177,40
803796708,1,52,M,3,sem educacao formal,na,$120K +,blue,46,2,4,4,13354.4,1097.88,28
717368208,1,49,M,1,mestrado,solteiro,$120K +,blue,36,6,4,2,26723.04,2138.1,43
772341783,1,45,F,3,ensino medio,solteiro,na,blue,35,3,6,2,3512.84,1801.65,48
715409733,1,47,F,4,graduacao,solteiro,menos que $40K,blue,36,2,3,2,2263.53,2385.59,33
715732533,1,52,M,4,mestrado,casado,$60K - $80K,blue,36,4,3,1,9375.65,2108.47,51
713722608,1,48,F,2,na,divorciado,menos que $40K,blue,35,3,4,1,2806.69,1757.06,35
709101258,1,41,F,2,ensino medio,divorciado,menos que $40K,blue,28,4,2,2,1478.54,2180.22,46
721427358,1,47,M,4,na,divorciado,$80K - $120K,blue,28,6,3,1,8757.1,2108.5,47
709338633,1,56,F,1,mestrado,solteiro,$40K - $60K,blue,37,2,3,4,2339.49,1542.79,45
711245433,1,50,F,4,mestrado,solteiro,na,blue,41,5,3,3,2509.38,2281.56,41
717195933,1,42,M,3,mestrado,casado,$60K - $80K,blue,30,2,3,2,5298.88,2431.6,37
708801108,1,57,F,3,sem educacao formal,solteiro,menos que $40K,blue,51,3,3,0,1438.32,2113.46,38
789382758,1,54,M,3,mestrado,solteiro,$40K - $60K,blue,44,6,3,3,5501.94,2050.23,51
721437333,1,46,M,2,mestrado,solteiro,$80K - $120K,blue,36,2,2,2,5054.04,2027.48,39
711626658,1,62,F,1,ensino medio,solteiro,menos que $40K,blue,36,2,4,3,1930.02,1971.62,45
717793983,1,55,M,3,mestrado,solteiro,$40K - $60K,silver,45,2,1,3,18128.87,2503.64,49
714119283,1,42,F,2,na,solteiro,$40K - $60K,blue,34,3,3,3,2516.85,2257.55,51
799239033,1,53,F,3,ensino medio,solteiro,$40K - $60K,blue,47,1,4,3,1714.39,2279.48,46
814483608,1,47,F,4,mestrado,divorciado,menos que $40K,blue,42,1,3,3,5798.86,1860.56,43
715514133,1,44,F,4,mestrado,casado,menos que $40K,blue,31,3,4,3,2184.88,1973.66,42
794707083,1,50,M,2,graduacao,solteiro,$80K - $120K,blue,44,5,4,2,3495.19,2131.28,41
805313808,1,52,F,3,ensino medio,casado,$40K - $60K,blue,47,2,3,2,8018.93,2409.75,38
772922883,1,41,M,3,na,casado,$80K - $120K,blue,22,3,4,3,20543.93,1874.21,42
713333433,1,49,M,3,sem educacao formal,na,$60K - $80K,blue,41,3,4,4,18075.62,1477.7,30
787921383,1,53,M,0,ensino medio,solteiro,$120K +,silver,44,2,4,4,34516.05,1461.57,43
807584958,1,50,M,3,sem educacao formal,casado,$60K - $80K,blue,45,2,5,2,21096.23,1882.41,39
715405758,1,50,F,1,ensino medio,solteiro,na,blue,42,5,4,0,10057.66,2383.99,42
718515483,1,64,M,0,mestrado,solteiro,menos que $40K,blue,52,2,5,3,3570.21,3289.82,47
715664808,1,43,M,2,mestrado,solteiro,$80K - $120K,blue,30,3,3,3,34516.09,2427.76,51
720551733,1,46,F,4,doutorado,casado,na,blue,26,3,6,3,15195.6,2631.04,41
710533233,1,38,F,1,mestrado,casado,menos que $40K,blue,29,3,4,3,1438.72,2139.87,47
720197058,1,47,F,3,mestrado,na,na,blue,33,1,4,3,3443.6,2505.86,45
716317458,1,51,F,2,doutorado,solteiro,menos que $40K,blue,36,3,3,3,4281.14,1723.41,44
717035283,1,46,M,1,mestrado,solteiro,$60K - $80K,blue,37,2,4,3,2445.58,2216.04,39
718110858,1,42,M,4,na,casado,$40K - $60K,blue,36,2,5,3,1606.58,2628.99,41
803113383,1,55,F,1,sem educacao formal,solteiro,menos que $40K,blue,49,3,3,4,3292.4,2222.27,54
721273008,1,54,F,1,graduacao,na,menos que $40K,silver,43,6,4,3,10797.48,1739.42,38
820282383,1,45,F,2,mestrado,casado,menos que $40K,blue,40,6,3,3,5848.71,2000.06,32
712693908,1,43,M,3,mestrado,casado,$120K +,blue,31,2,1,4,13883.24,1871.83,32
708642708,1,40,F,2,sem educacao formal,casado,na,blue,36,3,3,2,13019.82,1484.93,33
811475733,1,53,F,1,graduacao,casado,$40K - $60K,blue,48,2,3,2,3339.29,2432.3,48
713788083,1,28,F,1,mestrado,solteiro,menos que $40K,blue,36,4,5,2,1624.52,1897.07,35
780067158,1,51,F,2,sem educacao formal,solteiro,menos que $40K,blue,36,2,3,3,1746.86,1907.79,47
809599158,1,48,M,4,sem educacao formal,solteiro,$80K - $120K,silver,43,2,4,3,34516.54,1626.54,28
709798908,1,45,F,4,na,solteiro,menos que $40K,blue,32,3,4,3,2858.25,2611.09,43
708084558,1,46,M,3,doutorado,divorciado,$80K - $120K,blue,38,6,3,3,8258.61,1447.53,23
718711158,1,52,M,3,mestrado,casado,$120K +,blue,36,1,3,2,3841.23,2680.34,51
709143183,1,52,F,2,doutorado,casado,$40K - $60K,blue,43,3,4,2,1822.43,2538.25,39
821759658,1,41,F,4,ensino medio,divorciado,$40K - $60K,blue,37,3,3,2,4650.51,2014.19,54
712783083,1,48,F,4,ensino medio,casado,menos que $40K,blue,37,1,3,2,3607.74,2013.39,35
821749608,1,41,M,3,mestrado,solteiro,$80K - $120K,blue,37,3,3,3,19402.85,1937.37,51
826261008,1,48,F,3,mestrado,na,menos que $40K,blue,44,3,2,3,1438.64,2054.57,46
709444983,1,38,F,3,sem educacao formal,solteiro,$40K - $60K,blue,30,3,3,2,2435.02,1460.98,32
769575783,1,49,F,3,graduacao,casado,menos que $40K,blue,41,3,3,3,1603.52,2644.24,43
709563258,1,50,F,2,sem educacao formal,solteiro,na,blue,41,2,2,3,2751.23,2108.1,40
712257258,1,50,F,1,ensino medio,solteiro,menos que $40K,blue,36,4,5,2,1457.34,1441.51,39
708916083,1,49,F,0,doutorado,na,menos que $40K,blue,37,5,3,2,1749.92,2510.15,38
778364583,1,45,F,2,mestrado,casado,menos que $40K,blue,25,3,3,2,5911.61,1656.48,31
717308433,1,49,M,5,sem educacao formal,na,$60K - $80K,blue,43,3,3,3,1960.63,2253.9,39
713796033,1,47,M,2,mestrado,casado,$40K - $60K,blue,42,6,3,3,4738.86,1900.29,36
710812533,1,46,F,3,ensino medio,solteiro,na,silver,36,4,3,2,34516.15,1987.38,46
714864333,1,43,M,2,graduacao,divorciado,$120K +,blue,37,4,2,1,34516.31,1370.56,38
720810783,1,54,F,2,mestrado,casado,na,blue,44,2,3,3,3781.23,2310.98,43
715987758,1,49,M,3,mestrado,solteiro,$80K - $120K,blue,36,3,1,2,3261.65,3081.24,50
713388108,1,62,F,0,ensino medio,na,menos que $40K,blue,51,4,3,2,5210.56,2162.07,36
719917233,1,49,M,3,doutorado,casado,$80K - $120K,blue,36,3,2,3,13382.63,1828.33,45
717103758,1,63,M,0,mestrado,solteiro,na,blue,55,5,2,0,18550.42,2616.22,42
721365033,1,37,M,3,sem educacao formal,solteiro,$40K - $60K,blue,36,3,4,2,1696.94,2095.44,43
810974958,1,51,M,2,ensino medio,casado,$60K - $80K,blue,46,5,2,3,4123.22,2447.3,40
712267983,1,57,F,0,mestrado,solteiro,menos que $40K,blue,45,4,3,3,3023.78,2477.98,42
718250883,1,59,F,2,ensino medio,casado,na,blue,51,3,3,3,3875.64,2312.08,49
802243458,1,48,M,2,doutorado,solteiro,$40K - $60K,blue,42,6,2,3,2760.66,1759.51,34
720330558,1,44,M,3,mestrado,casado,$80K - $120K,blue,25,5,3,2,25256.83,2048.9,40
720784833,1,48,F,3,mestrado,solteiro,na,blue,36,3,1,3,1630.8,1884.81,43
721448283,1,39,F,1,mestrado,solteiro,menos que $40K,blue,26,3,1,3,1876.62,2579.51,47
710552733,1,42,M,5,na,casado,$60K - $80K,blue,36,2,2,3,4963.18,2335.6,40
714384783,1,59,F,1,mestrado,casado,menos que $40K,blue,36,2,3,3,2468.94,2017.48,37
713847858,1,49,F,3,mestrado,divorciado,menos que $40K,blue,36,3,3,3,1438.75,1849.39,43
810875958,1,51,F,3,mestrado,casado,menos que $40K,blue,46,1,3,4,2016.93,2473.95,44
718766058,1,56,M,2,mestrado,solteiro,$80K - $120K,blue,36,1,2,2,1438.03,2123.8,37
709309308,1,50,M,3,graduacao,na,$80K - $120K,blue,37,1,2,3,27186.55,1704.62,34
711721458,1,50,F,2,mestrado,na,menos que $40K,blue,36,5,2,2,1438.41,2329.24,43
708798483,1,37,F,3,na,solteiro,na,blue,24,2,2,3,2054.66,2567.44,43
708501783,1,43,M,2,ensino medio,casado,$120K +,blue,36,6,4,2,34516.86,1868.06,40
719328858,1,56,M,4,ensino medio,casado,$60K - $80K,blue,43,6,6,2,4535.93,2342.22,40
803800533,1,39,M,1,na,solteiro,$40K - $60K,blue,33,3,4,3,2088.54,2866.82,59
718352358,1,49,F,3,doutorado,casado,menos que $40K,blue,35,3,2,3,1914.69,2687.65,41
719894433,1,43,F,4,na,casado,menos que $40K,blue,24,6,3,2,1679.4,2492.04,43
778720533,1,53,F,4,mestrado,casado,menos que $40K,blue,37,3,3,2,1722.9,2141.11,35
709488108,1,42,M,4,graduacao,solteiro,$40K - $60K,blue,36,5,3,2,10543.7,1841.17,39
820276908,1,42,F,4,graduacao,casado,$40K - $60K,blue,37,3,1,3,4139.64,2232.75,41
819647358,1,38,M,2,na,solteiro,$60K - $80K,blue,33,2,2,3,12871.76,2414,53
789502308,1,57,F,3,na,solteiro,menos que $40K,blue,49,1,5,3,1551.38,2379.02,46
802834158,1,42,M,4,na,casado,$60K - $80K,blue,36,3,2,2,6743.55,1934.09,30
712038258,1,48,M,4,na,solteiro,$80K - $120K,blue,36,3,3,3,32838.07,2538.81,42
712864683,1,42,F,3,doutorado,solteiro,menos que $40K,blue,30,2,3,3,1438.5,1693.58,37
713886333,1,47,M,2,ensino medio,casado,$60K - $80K,blue,39,2,1,3,18660.76,1682.23,43
711741708,1,41,M,3,doutorado,na,$80K - $120K,blue,33,3,3,2,7591.26,2302.05,42
778915233,1,51,F,0,mestrado,casado,menos que $40K,blue,32,4,3,2,1757.63,2377.62,47
780146658,1,40,F,2,doutorado,casado,$40K - $60K,blue,25,2,4,2,3795.98,1633.96,32
755467683,1,48,F,1,mestrado,solteiro,menos que $40K,blue,41,6,4,2,3001.57,2403.05,42
708804633,1,44,F,2,doutorado,divorciado,menos que $40K,blue,36,1,2,2,1916.22,2888.09,39
714479358,1,51,M,3,mestrado,solteiro,$80K - $120K,blue,36,6,3,3,3610.93,2216.88,34
769438608,1,48,F,1,mestrado,casado,menos que $40K,blue,42,3,2,3,1942.71,2522.38,42
713608383,1,54,F,1,na,casado,menos que $40K,blue,40,1,4,1,1438.89,1632.05,36
720867708,1,45,F,4,mestrado,na,menos que $40K,blue,33,1,2,3,1748.73,2335.66,41
721126833,1,51,M,2,ensino medio,casado,$80K - $120K,blue,41,5,3,2,14902.95,2038.53,39
712807758,1,47,F,3,mestrado,solteiro,menos que $40K,blue,39,3,3,3,1438.3,2476.19,32
824140908,1,52,M,3,sem educacao formal,solteiro,$120K +,blue,48,5,4,3,20974.65,1246.47,27
720444408,1,35,F,1,graduacao,solteiro,menos que $40K,blue,25,2,4,2,2231.99,2576.89,42
789358908,1,53,F,3,graduacao,casado,menos que $40K,blue,43,3,2,2,3573.15,2562.6,36
797491683,1,45,M,5,na,casado,$80K - $120K,silver,39,2,3,2,34516.86,2234.59,49
709170108,1,60,F,1,na,solteiro,$40K - $60K,blue,41,3,4,2,2425.22,1522.11,36
716056158,1,63,M,0,mestrado,solteiro,$60K - $80K,blue,51,3,3,3,11619.14,2395.06,49
715406658,1,47,F,1,na,solteiro,menos que $40K,blue,37,4,1,2,2173.04,2738.27,45
773228133,1,39,F,2,mestrado,casado,menos que $40K,blue,29,3,2,2,1677.78,2437.39,41
716625033,1,32,F,1,mestrado,solteiro,menos que $40K,blue,36,3,6,3,2761.49,2753.44,43
716782758,1,48,M,3,mestrado,solteiro,$60K - $80K,blue,42,3,4,2,19075.63,2013.95,32
708797583,1,49,F,4,na,solteiro,na,blue,31,6,3,3,2672.58,2576.71,39
708809283,1,41,F,4,mestrado,divorciado,$40K - $60K,blue,33,1,1,3,10360.44,2414.79,28
711100608,1,55,M,1,sem educacao formal,solteiro,$60K - $80K,blue,48,5,2,2,1723.67,2574.72,43
768624258,1,55,F,2,mestrado,solteiro,menos que $40K,blue,49,2,2,1,1583.05,2541.27,36
780126033,1,50,M,4,na,casado,$40K - $60K,blue,35,6,5,1,12914.8,2082.64,54
719174433,1,36,F,1,na,solteiro,menos que $40K,blue,24,2,2,1,1735.13,2467.44,35
714346608,1,51,F,2,mestrado,solteiro,$40K - $60K,blue,36,3,4,1,1495.52,2220.53,50
798481383,1,40,F,3,sem educacao formal,casado,menos que $40K,blue,34,5,2,1,2694.04,2684.92,38
823904133,1,53,F,2,graduacao,solteiro,na,blue,49,2,4,2,10195.76,2489.55,54
711646908,1,39,M,3,na,solteiro,$60K - $80K,blue,23,1,3,2,7821.11,2010.39,43
718171308,1,44,F,3,mestrado,casado,menos que $40K,blue,36,6,4,3,1984.69,2506.47,46
770024733,1,53,F,2,sem educacao formal,solteiro,$40K - $60K,blue,47,1,3,2,1699.21,2520.76,49
708702258,1,40,F,3,sem educacao formal,solteiro,na,blue,36,3,2,2,3698.08,2051.27,31
720519333,1,59,F,2,na,solteiro,na,blue,45,1,3,3,2721.59,2594.28,48
717001908,1,41,F,5,mestrado,casado,menos que $40K,blue,28,6,2,2,6936.31,2874.01,44
719564208,1,46,F,1,sem educacao formal,solteiro,$40K - $60K,blue,30,3,1,2,7195.35,2751.84,47
713229633,1,45,F,0,na,casado,$40K - $60K,blue,30,3,4,2,2759.62,2061.25,47
798041508,1,50,F,4,mestrado,solteiro,menos que $40K,blue,44,2,2,3,3201.07,1880.99,42
715014633,1,32,F,0,sem educacao formal,casado,na,blue,36,6,2,3,8791.02,2579.68,51
714372333,1,59,F,0,doutorado,casado,menos que $40K,blue,52,6,2,4,2302.22,2256.82,40
779320008,1,43,M,3,graduacao,casado,$80K - $120K,blue,25,3,3,3,2900.87,2180.46,31
713153733,1,49,F,2,mestrado,na,menos que $40K,blue,29,6,3,3,2520.7,2061.58,36
780201633,1,41,F,3,mestrado,solteiro,$40K - $60K,blue,31,4,2,3,5655,2189.07,51
788095158,1,52,M,3,sem educacao formal,casado,$80K - $120K,blue,44,3,3,3,11606.31,2623.02,39
716855058,1,49,F,4,mestrado,casado,menos que $40K,blue,38,5,4,2,1757.07,2557.23,45
709500183,1,46,F,3,graduacao,casado,menos que $40K,blue,36,2,4,3,1804.79,2077.67,44
715445058,1,49,F,0,doutorado,casado,menos que $40K,blue,40,3,4,4,3547.09,2715.39,45
718524783,1,40,M,3,ensino medio,na,$80K - $120K,blue,34,1,4,3,29715.59,2128.32,39
708117933,1,44,F,2,mestrado,divorciado,menos que $40K,blue,36,3,3,2,1880.06,2469.56,34
712777233,1,65,M,0,mestrado,solteiro,na,blue,48,1,3,4,1671.72,2701.85,51
712706058,1,44,F,5,mestrado,solteiro,menos que $40K,blue,37,1,4,2,1491.48,1970.83,46
720905133,1,43,M,3,mestrado,na,$80K - $120K,blue,29,1,6,2,11422.32,2439.35,45
712947333,1,54,F,4,na,casado,menos que $40K,blue,43,3,0,3,5139.05,1653.33,44
711871758,1,30,F,1,mestrado,casado,menos que $40K,blue,36,2,3,2,2905.69,2487.91,39
719519058,1,55,F,4,ensino medio,casado,menos que $40K,blue,36,4,3,2,1477.81,2419.5,49
